Data,TempEquip1 (C/10),UmdEquip1 (UR/10),DewEquip1 (C/10),TempEquip2 (C/10),UmdEquip2 (UR/10),DewEquip2 (C/10),TempExame1 (C/10),UmdExame1 (UR/10),DewExame1 (C/10),TempExame2 (C/10),UmdExame2 (UR/10),
231125101508,200,434,97,0,0,0,191,513,87,0,0,0
231125101519,200,435,100,0,0,0,191,512,87,0,0,0
231125101531,200,435,100,0,0,0,191,512,87,0,0,0
231125101542,200,435,100,0,0,0,191,512,87,0,0,0
231125101553,200,437,100,0,0,0,191,512,87,0,0,0
231125101604,200,437,100,0,0,0,191,512,87,0,0,0
231125101615,200,437,100,0,0,0,191,512,87,0,0,0
231125101627,200,437,100,0,0,0,191,511,87,0,0,0
231125101638,200,436,100,0,0,0,191,510,87,0,0,0
231125101649,200,435,100,0,0,0,191,510,87,0,0,0
231125101700,200,435,100,0,0,0,191,509,87,0,0,0
231125101711,200,437,100,0,0,0,191,509,87,0,0,0
231125101723,200,436,100,0,0,0,191,508,87,0,0,0
231125101734,200,435,100,0,0,0,191,508,87,0,0,0
231125101745,200,435,100,0,0,0,191,507,87,0,0,0
231125101756,200,434,97,0,0,0,191,506,87,0,0,0
231125101926,200,435,100,0,0,0,192,499,85,0,0,0
231125101937,200,436,100,0,0,0,192,498,85,0,0,0
231125101948,200,436,100,0,0,0,192,498,85,0,0,0
231125101959,200,436,100,0,0,0,192,497,85,0,0,0
231125102011,200,436,100,0,0,0,192,496,85,0,0,0
231125102022,200,437,100,0,0,0,192,495,85,0,0,0
231125102033,200,436,100,0,0,0,192,494,82,0,0,0
231125102044,200,435,100,0,0,0,192,493,82,0,0,0
231125102055,200,437,100,0,0,0,192,492,82,0,0,0
231125102107,200,437,100,0,0,0,193,491,83,0,0,0
231125102118,200,435,100,0,0,0,193,491,83,0,0,0
231125102129,200,437,100,0,0,0,193,489,83,0,0,0
231125102140,200,437,100,0,0,0,193,488,83,0,0,0
231125102152,200,437,100,0,0,0,193,486,83,0,0,0
231125102203,200,432,97,0,0,0,193,486,83,0,0,0
231125102214,200,431,97,0,0,0,193,486,83,0,0,0
231125102225,200,433,97,0,0,0,193,486,83,0,0,0
231125102236,200,433,97,0,0,0,193,486,83,0,0,0
231125102248,200,432,97,0,0,0,193,486,83,0,0,0
231125102259,200,432,97,0,0,0,193,486,83,0,0,0
231125102428,200,439,100,0,0,0,193,485,83,0,0,0
231125102440,200,440,100,0,0,0,193,486,83,0,0,0
231125102451,200,434,97,0,0,0,193,487,83,0,0,0
231125102502,200,430,97,0,0,0,193,486,83,0,0,0
231125102513,200,430,97,0,0,0,193,486,83,0,0,0
231125102524,200,429,97,0,0,0,193,487,83,0,0,0
231125102536,200,430,97,0,0,0,193,487,83,0,0,0
231125102547,200,430,97,0,0,0,192,487,82,0,0,0
231125102558,200,430,97,0,0,0,192,486,82,0,0,0
231125102609,200,431,97,0,0,0,192,486,82,0,0,0
231125102621,200,431,97,0,0,0,192,487,82,0,0,0
231125102632,200,429,97,0,0,0,192,487,82,0,0,0
231125102643,200,429,97,0,0,0,191,487,81,0,0,0
231125102654,200,429,97,0,0,0,191,487,81,0,0,0
231125102705,200,426,97,0,0,0,191,487,81,0,0,0
231125102717,200,426,97,0,0,0,191,487,81,0,0,0
231125102728,200,426,97,0,0,0,191,487,81,0,0,0
231125102739,200,425,97,0,0,0,191,488,81,0,0,0
231125102750,200,424,93,0,0,0,190,488,80,0,0,0
231125102801,200,424,93,0,0,0,190,489,80,0,0,0
231125102931,200,426,97,0,0,0,189,493,79,0,0,0
231125102942,200,429,97,0,0,0,189,493,79,0,0,0
231125102953,200,435,100,0,0,0,188,493,78,0,0,0
231125103005,200,429,97,0,0,0,188,493,78,0,0,0
231125103016,200,429,97,0,0,0,188,494,78,0,0,0
231125103027,200,429,97,0,0,0,188,494,78,0,0,0
231125103038,200,430,97,0,0,0,188,494,78,0,0,0
231125103049,200,428,97,0,0,0,188,494,78,0,0,0
231125103101,200,425,97,0,0,0,187,496,80,0,0,0
231125103112,200,422,93,0,0,0,187,496,80,0,0,0
231125103123,200,424,93,0,0,0,187,496,80,0,0,0
231125103134,200,424,93,0,0,0,187,496,80,0,0,0
231125103146,200,423,93,0,0,0,187,496,80,0,0,0
231125103157,200,423,93,0,0,0,187,496,80,0,0,0
231125103208,200,425,97,0,0,0,187,497,80,0,0,0
231125103219,200,433,97,0,0,0,187,497,80,0,0,0
231125103230,200,430,97,0,0,0,187,497,80,0,0,0
231125103242,200,425,97,0,0,0,186,498,79,0,0,0
231125103253,200,423,93,0,0,0,186,498,79,0,0,0
231125103304,200,422,93,0,0,0,186,498,79,0,0,0
231125103433,200,420,93,0,0,0,186,500,79,0,0,0
231125103445,200,420,93,0,0,0,186,500,79,0,0,0
231125103456,200,419,93,0,0,0,186,501,79,0,0,0
231125103507,200,419,93,0,0,0,185,502,78,0,0,0
231125103518,200,419,93,0,0,0,185,502,78,0,0,0
231125103529,200,421,93,0,0,0,185,502,78,0,0,0
231125103540,200,421,93,0,0,0,185,502,78,0,0,0
231125103552,200,421,93,0,0,0,185,502,78,0,0,0
231125103603,200,421,93,0,0,0,185,502,78,0,0,0
231125103614,200,421,93,0,0,0,185,502,78,0,0,0
231125103625,200,421,93,0,0,0,185,504,78,0,0,0
231125103637,200,422,93,0,0,0,185,504,78,0,0,0
231125103648,200,421,93,0,0,0,185,504,78,0,0,0
231125103659,200,421,93,0,0,0,185,505,81,0,0,0
231125103710,200,422,93,0,0,0,185,506,81,0,0,0
231125103721,200,422,93,0,0,0,185,509,81,0,0,0
231125103733,200,424,93,0,0,0,185,510,81,0,0,0
231125103744,200,424,93,0,0,0,185,511,81,0,0,0
231125103755,200,425,97,0,0,0,185,511,81,0,0,0
231125103806,200,425,97,0,0,0,185,513,81,0,0,0
231125103936,200,426,97,0,0,0,186,518,85,0,0,0
231125103947,200,427,97,0,0,0,186,518,85,0,0,0
231125103958,200,426,97,0,0,0,186,518,85,0,0,0
231125104009,200,426,97,0,0,0,186,518,85,0,0,0
231125104021,200,426,97,0,0,0,186,518,85,0,0,0
231125104032,200,426,97,0,0,0,187,518,86,0,0,0
231125104043,200,425,97,0,0,0,187,518,86,0,0,0
231125104054,200,427,97,0,0,0,187,517,86,0,0,0
231125104105,200,427,97,0,0,0,187,517,86,0,0,0
231125104117,200,424,93,0,0,0,187,517,86,0,0,0
231125104128,200,425,97,0,0,0,188,516,87,0,0,0
231125104139,200,426,97,0,0,0,188,515,87,0,0,0
231125104150,200,426,97,0,0,0,188,515,87,0,0,0
231125104202,200,430,97,0,0,0,188,515,87,0,0,0
231125104213,200,432,97,0,0,0,189,514,85,0,0,0
231125104224,200,429,97,0,0,0,189,512,85,0,0,0
231125104235,200,427,97,0,0,0,189,512,85,0,0,0
231125104246,200,425,97,0,0,0,189,511,85,0,0,0
231125104258,200,429,97,0,0,0,189,511,85,0,0,0
231125104309,200,429,97,0,0,0,189,511,85,0,0,0
231125104427,200,425,97,0,0,0,191,502,84,0,0,0
231125104438,200,425,97,0,0,0,191,502,84,0,0,0
231125104450,200,423,93,0,0,0,191,501,84,0,0,0
231125104501,200,423,93,0,0,0,191,500,84,0,0,0
231125104512,200,423,93,0,0,0,191,500,84,0,0,0
231125104523,200,423,93,0,0,0,192,498,85,0,0,0
231125104534,200,423,93,0,0,0,192,497,85,0,0,0
231125104546,200,429,97,0,0,0,192,496,85,0,0,0
231125104557,200,425,97,0,0,0,192,496,85,0,0,0
231125104608,200,422,93,0,0,0,192,496,85,0,0,0
231125104619,200,422,93,0,0,0,192,494,82,0,0,0
231125104630,200,429,97,0,0,0,192,493,82,0,0,0
231125104642,200,428,97,0,0,0,193,492,83,0,0,0
231125104653,200,422,93,0,0,0,193,492,83,0,0,0
231125104704,200,422,93,0,0,0,193,492,83,0,0,0
231125104715,200,429,97,0,0,0,193,490,83,0,0,0
231125104727,200,425,97,0,0,0,193,490,83,0,0,0
231125104738,200,422,93,0,0,0,193,488,83,0,0,0
231125104749,200,421,93,0,0,0,193,487,83,0,0,0
231125104800,200,424,93,0,0,0,193,487,83,0,0,0
231125104930,200,418,93,0,0,0,193,484,79,0,0,0
231125104941,200,418,93,0,0,0,193,484,79,0,0,0
231125104952,200,418,93,0,0,0,193,484,79,0,0,0
231125105003,200,416,93,0,0,0,193,484,79,0,0,0
231125105015,200,416,93,0,0,0,193,484,79,0,0,0
231125105026,200,416,93,0,0,0,193,484,79,0,0,0
231125105037,200,417,93,0,0,0,193,484,79,0,0,0
231125105048,200,417,93,0,0,0,193,485,83,0,0,0
231125105059,200,416,93,0,0,0,193,485,83,0,0,0
231125105111,200,415,93,0,0,0,193,486,83,0,0,0
231125105122,200,417,93,0,0,0,193,486,83,0,0,0
231125105133,200,423,93,0,0,0,193,486,83,0,0,0
231125105144,200,421,93,0,0,0,193,486,83,0,0,0
231125105155,200,419,93,0,0,0,193,486,83,0,0,0
231125105207,200,419,93,0,0,0,192,487,82,0,0,0
231125105218,200,428,97,0,0,0,192,487,82,0,0,0
231125105229,200,419,93,0,0,0,192,487,82,0,0,0
231125105240,200,419,93,0,0,0,192,487,82,0,0,0
231125105252,200,417,93,0,0,0,192,487,82,0,0,0
231125105303,200,416,93,0,0,0,192,490,82,0,0,0
231125105432,200,421,93,0,0,0,191,507,87,0,0,0
231125105444,200,424,93,0,0,0,191,508,87,0,0,0
231125105455,200,425,97,0,0,0,191,509,87,0,0,0
231125105506,200,425,97,0,0,0,191,511,87,0,0,0
231125105517,200,425,97,0,0,0,191,511,87,0,0,0
231125105528,200,431,97,0,0,0,191,512,87,0,0,0
231125105540,200,432,97,0,0,0,191,512,87,0,0,0
231125105551,200,429,97,0,0,0,191,512,87,0,0,0
231125105602,200,429,97,0,0,0,191,512,87,0,0,0
231125105613,200,429,97,0,0,0,191,512,87,0,0,0
231125105624,200,429,97,0,0,0,191,512,87,0,0,0
231125105636,200,429,97,0,0,0,191,512,87,0,0,0
231125105647,200,427,97,0,0,0,191,512,87,0,0,0
231125105658,200,428,97,0,0,0,191,512,87,0,0,0
231125105709,200,431,97,0,0,0,191,512,87,0,0,0
231125105720,200,431,97,0,0,0,191,512,87,0,0,0
231125105732,200,430,97,0,0,0,191,511,87,0,0,0
231125105743,200,430,97,0,0,0,191,510,87,0,0,0
231125105754,200,430,97,0,0,0,191,510,87,0,0,0
231125105805,200,433,97,0,0,0,191,510,87,0,0,0
231125105935,200,437,100,0,0,0,191,501,84,0,0,0
231125105946,200,437,100,0,0,0,191,501,84,0,0,0
231125105957,200,437,100,0,0,0,191,500,84,0,0,0
231125110009,200,437,100,0,0,0,191,500,84,0,0,0
231125110020,200,436,100,0,0,0,191,499,84,0,0,0
231125110031,200,434,100,0,0,0,191,499,84,0,0,0
231125110042,200,433,97,0,0,0,191,497,84,0,0,0
231125110053,200,433,97,0,0,0,191,496,84,0,0,0
231125110105,200,432,97,0,0,0,191,495,84,0,0,0
231125110116,200,431,97,0,0,0,192,494,82,0,0,0
231125110127,200,435,100,0,0,0,192,492,82,0,0,0
231125110138,200,435,100,0,0,0,192,492,82,0,0,0
231125110149,200,433,97,0,0,0,192,490,82,0,0,0
231125110201,200,432,97,0,0,0,192,489,82,0,0,0
231125110212,200,431,97,0,0,0,192,489,82,0,0,0
231125110223,200,432,97,0,0,0,192,487,82,0,0,0
231125110234,200,432,97,0,0,0,192,487,82,0,0,0
231125110245,200,430,97,0,0,0,192,486,82,0,0,0
231125110257,200,428,97,0,0,0,192,486,82,0,0,0
231125110308,200,428,97,0,0,0,192,486,82,0,0,0
231125110438,200,429,97,0,0,0,192,485,82,0,0,0
231125110449,200,429,97,0,0,0,192,485,82,0,0,0
231125110500,200,426,97,0,0,0,192,485,82,0,0,0
231125110511,200,424,93,0,0,0,192,485,82,0,0,0
231125110522,200,424,93,0,0,0,192,485,82,0,0,0
231125110534,200,423,93,0,0,0,192,485,82,0,0,0
231125110545,200,423,93,0,0,0,192,485,82,0,0,0
231125110556,200,423,93,0,0,0,192,485,82,0,0,0
231125110607,200,423,93,0,0,0,192,485,82,0,0,0
231125110618,200,422,93,0,0,0,192,485,82,0,0,0
231125110630,200,423,93,0,0,0,192,485,82,0,0,0
231125110641,200,423,93,0,0,0,192,486,82,0,0,0
231125110652,200,423,93,0,0,0,191,487,81,0,0,0
231125110703,200,422,93,0,0,0,191,487,81,0,0,0
231125110715,200,421,93,0,0,0,191,487,81,0,0,0
231125110726,200,421,93,0,0,0,191,488,81,0,0,0
231125110737,200,421,93,0,0,0,191,488,81,0,0,0
231125110748,200,425,97,0,0,0,191,488,81,0,0,0
231125110759,200,423,93,0,0,0,190,489,80,0,0,0
231125110810,200,422,93,0,0,0,190,490,80,0,0,0
231125110940,200,424,93,0,0,0,189,491,79,0,0,0
231125110951,200,424,93,0,0,0,189,491,79,0,0,0
231125111003,200,423,93,0,0,0,189,492,79,0,0,0
231125111014,200,422,93,0,0,0,188,492,78,0,0,0
231125111025,200,420,93,0,0,0,188,492,78,0,0,0
231125111036,200,421,93,0,0,0,188,493,78,0,0,0
231125111047,200,422,93,0,0,0,188,493,78,0,0,0
231125111059,200,422,93,0,0,0,188,493,78,0,0,0
231125111110,200,422,93,0,0,0,187,494,77,0,0,0
231125111121,200,421,93,0,0,0,187,494,77,0,0,0
231125111132,200,422,93,0,0,0,187,494,77,0,0,0
231125111143,200,422,93,0,0,0,187,494,77,0,0,0
231125111155,200,421,93,0,0,0,187,495,80,0,0,0
231125111206,200,421,93,0,0,0,187,495,80,0,0,0
231125111217,200,421,93,0,0,0,187,497,80,0,0,0
231125111228,200,424,93,0,0,0,187,498,80,0,0,0
231125111239,200,424,93,0,0,0,187,501,80,0,0,0
231125111251,200,425,97,0,0,0,187,504,80,0,0,0
231125111302,200,428,97,0,0,0,187,505,83,0,0,0
231125111313,200,428,97,0,0,0,187,508,83,0,0,0
231125111443,200,429,97,0,0,0,187,516,86,0,0,0
231125111454,200,429,97,0,0,0,187,516,86,0,0,0
231125111505,200,428,97,0,0,0,187,516,86,0,0,0
231125111516,200,427,97,0,0,0,187,516,86,0,0,0
231125111528,200,427,97,0,0,0,187,516,86,0,0,0
231125111539,200,427,97,0,0,0,187,515,86,0,0,0
231125111550,200,427,97,0,0,0,187,515,86,0,0,0
231125111601,200,428,97,0,0,0,187,514,83,0,0,0
231125111612,200,429,97,0,0,0,187,514,83,0,0,0
231125111624,200,428,97,0,0,0,187,513,83,0,0,0
231125111635,200,429,97,0,0,0,187,513,83,0,0,0
231125111646,200,430,97,0,0,0,187,512,83,0,0,0
231125111657,200,430,97,0,0,0,187,512,83,0,0,0
231125111708,200,430,97,0,0,0,187,511,83,0,0,0
231125111720,200,431,97,0,0,0,187,510,83,0,0,0
231125111731,200,432,97,0,0,0,187,510,83,0,0,0
231125111742,200,432,97,0,0,0,187,510,83,0,0,0
231125111753,200,434,97,0,0,0,188,509,84,0,0,0
231125111804,200,436,100,0,0,0,188,507,84,0,0,0
231125111816,200,432,97,0,0,0,188,506,84,0,0,0
231125111934,200,430,97,0,0,0,189,501,82,0,0,0
231125111945,200,430,97,0,0,0,189,501,82,0,0,0
231125111956,200,430,97,0,0,0,189,500,82,0,0,0
231125112008,200,428,97,0,0,0,190,499,83,0,0,0
231125112019,200,429,97,0,0,0,190,499,83,0,0,0
231125112030,200,432,97,0,0,0,190,498,83,0,0,0
231125112041,200,429,97,0,0,0,190,498,83,0,0,0
231125112053,200,427,97,0,0,0,190,497,83,0,0,0
231125112104,200,427,97,0,0,0,190,497,83,0,0,0
231125112115,200,429,97,0,0,0,191,495,84,0,0,0
231125112126,200,430,97,0,0,0,191,495,84,0,0,0
231125112137,200,431,97,0,0,0,191,495,84,0,0,0
231125112149,200,431,97,0,0,0,191,494,81,0,0,0
231125112200,200,430,97,0,0,0,191,494,81,0,0,0
231125112211,200,429,97,0,0,0,191,492,81,0,0,0
231125112222,200,429,97,0,0,0,191,491,81,0,0,0
231125112233,200,429,97,0,0,0,191,491,81,0,0,0
231125112245,200,431,97,0,0,0,191,490,81,0,0,0
231125112256,200,429,97,0,0,0,191,490,81,0,0,0
231125112307,200,428,97,0,0,0,191,490,81,0,0,0
231125112437,200,428,97,0,0,0,191,490,81,0,0,0
231125112448,200,428,97,0,0,0,191,491,81,0,0,0
231125112459,200,428,97,0,0,0,191,491,81,0,0,0
231125112510,200,425,97,0,0,0,191,491,81,0,0,0
231125112521,200,424,93,0,0,0,191,492,81,0,0,0
231125112533,200,427,97,0,0,0,191,492,81,0,0,0
231125112544,200,427,97,0,0,0,191,492,81,0,0,0
231125112555,200,428,97,0,0,0,191,492,81,0,0,0
231125112606,200,431,97,0,0,0,191,492,81,0,0,0
231125112617,200,431,97,0,0,0,191,494,81,0,0,0
231125112629,200,431,97,0,0,0,191,494,81,0,0,0
231125112640,200,434,97,0,0,0,191,494,81,0,0,0
231125112651,200,428,97,0,0,0,191,495,84,0,0,0
231125112702,200,426,97,0,0,0,191,496,84,0,0,0
231125112713,200,430,97,0,0,0,191,496,84,0,0,0
231125112725,200,433,97,0,0,0,191,496,84,0,0,0
231125112736,200,428,97,0,0,0,191,496,84,0,0,0
231125112747,200,426,97,0,0,0,191,496,84,0,0,0
231125112758,200,426,97,0,0,0,190,496,83,0,0,0
231125112810,200,426,97,0,0,0,190,496,83,0,0,0
231125112939,200,424,93,0,0,0,189,498,82,0,0,0
231125112950,200,425,97,0,0,0,189,498,82,0,0,0
231125113002,200,425,97,0,0,0,189,498,82,0,0,0
231125113013,200,427,97,0,0,0,189,498,82,0,0,0
231125113024,200,427,97,0,0,0,189,498,82,0,0,0
231125113035,200,425,97,0,0,0,189,498,82,0,0,0
231125113046,200,424,93,0,0,0,189,500,82,0,0,0
231125113058,200,426,97,0,0,0,189,502,82,0,0,0
231125113109,200,426,97,0,0,0,189,503,82,0,0,0
231125113120,200,426,97,0,0,0,189,506,85,0,0,0
231125113131,200,426,97,0,0,0,189,508,85,0,0,0
231125113142,200,431,97,0,0,0,189,509,85,0,0,0
231125113154,200,432,97,0,0,0,189,510,85,0,0,0
231125113205,200,432,97,0,0,0,189,512,85,0,0,0
231125113216,200,432,97,0,0,0,189,512,85,0,0,0
231125113227,200,435,100,0,0,0,189,514,85,0,0,0
231125113239,200,433,97,0,0,0,189,514,85,0,0,0
231125113250,200,431,97,0,0,0,189,514,85,0,0,0
231125113301,200,431,97,0,0,0,189,514,85,0,0,0
231125113312,200,431,97,0,0,0,189,515,88,0,0,0
231125113442,200,432,97,0,0,0,189,513,85,0,0,0
231125113453,200,431,97,0,0,0,189,512,85,0,0,0
231125113504,200,431,97,0,0,0,189,512,85,0,0,0
231125113515,200,431,97,0,0,0,189,512,85,0,0,0
231125113527,200,432,97,0,0,0,189,510,85,0,0,0
231125113538,200,432,97,0,0,0,189,510,85,0,0,0
231125113549,200,434,97,0,0,0,189,510,85,0,0,0
231125113600,200,437,100,0,0,0,189,510,85,0,0,0
231125113611,200,435,100,0,0,0,189,508,85,0,0,0
231125113623,200,438,100,0,0,0,189,507,85,0,0,0
231125113634,200,435,100,0,0,0,189,507,85,0,0,0
231125113645,200,430,97,0,0,0,189,506,85,0,0,0
231125113656,200,430,97,0,0,0,189,506,85,0,0,0
231125113707,200,431,97,0,0,0,190,504,83,0,0,0
231125113719,200,432,97,0,0,0,190,503,83,0,0,0
231125113730,200,431,97,0,0,0,190,502,83,0,0,0
231125113741,200,431,97,0,0,0,190,502,83,0,0,0
231125113752,200,435,100,0,0,0,190,501,83,0,0,0
231125113803,200,433,97,0,0,0,191,500,84,0,0,0
231125113815,200,435,100,0,0,0,191,500,84,0,0,0
231125113944,200,431,97,0,0,0,192,491,82,0,0,0
231125113956,200,430,97,0,0,0,192,491,82,0,0,0
231125114007,200,427,97,0,0,0,192,491,82,0,0,0
231125114018,200,427,97,0,0,0,192,491,82,0,0,0
231125114029,200,432,97,0,0,0,192,490,82,0,0,0
231125114040,200,433,97,0,0,0,192,488,82,0,0,0
231125114052,200,432,97,0,0,0,192,488,82,0,0,0
231125114103,200,433,97,0,0,0,192,488,82,0,0,0
231125114114,200,432,97,0,0,0,192,488,82,0,0,0
231125114125,200,432,97,0,0,0,192,487,82,0,0,0
231125114136,200,431,97,0,0,0,192,487,82,0,0,0
231125114148,200,429,97,0,0,0,192,487,82,0,0,0
231125114159,200,428,97,0,0,0,192,487,82,0,0,0
231125114210,200,427,97,0,0,0,192,488,82,0,0,0
231125114221,200,427,97,0,0,0,192,488,82,0,0,0
231125114233,200,430,97,0,0,0,192,488,82,0,0,0
231125114244,200,429,97,0,0,0,192,488,82,0,0,0
231125114255,200,429,97,0,0,0,192,489,82,0,0,0
231125114306,200,426,97,0,0,0,192,489,82,0,0,0
231125114317,200,430,97,0,0,0,192,489,82,0,0,0
231125114447,200,440,100,0,0,0,192,491,82,0,0,0
231125114458,200,442,100,0,0,0,192,491,82,0,0,0
231125114509,200,434,97,0,0,0,191,491,81,0,0,0
231125114521,200,428,97,0,0,0,191,491,81,0,0,0
231125114532,200,428,97,0,0,0,191,491,81,0,0,0
231125114543,200,427,97,0,0,0,191,492,81,0,0,0
231125114554,200,427,97,0,0,0,191,492,81,0,0,0
231125114605,200,426,97,0,0,0,191,493,81,0,0,0
231125114617,200,427,97,0,0,0,190,493,80,0,0,0
231125114628,200,429,97,0,0,0,190,494,80,0,0,0
231125114639,200,429,97,0,0,0,190,495,83,0,0,0
231125114650,200,427,97,0,0,0,189,497,82,0,0,0
231125114701,200,427,97,0,0,0,189,497,82,0,0,0
231125114713,200,429,97,0,0,0,189,497,82,0,0,0
231125114724,200,430,97,0,0,0,189,497,82,0,0,0
231125114735,200,426,97,0,0,0,189,498,82,0,0,0
231125114746,200,426,97,0,0,0,189,498,82,0,0,0
231125114757,200,426,97,0,0,0,189,499,82,0,0,0
231125114809,200,426,97,0,0,0,189,499,82,0,0,0
231125114820,200,425,97,0,0,0,189,499,82,0,0,0
231125114949,200,423,93,0,0,0,188,507,84,0,0,0
231125115001,200,424,93,0,0,0,188,508,84,0,0,0
231125115012,200,424,93,0,0,0,188,509,84,0,0,0
231125115023,200,424,93,0,0,0,188,510,84,0,0,0
231125115034,200,426,97,0,0,0,188,511,84,0,0,0
231125115046,200,430,97,0,0,0,188,514,84,0,0,0
231125115057,200,432,97,0,0,0,188,516,87,0,0,0
231125115108,200,441,100,0,0,0,188,517,87,0,0,0
231125115119,200,437,100,0,0,0,188,517,87,0,0,0
231125115130,200,434,97,0,0,0,188,517,87,0,0,0
231125115142,200,432,97,0,0,0,188,518,87,0,0,0
231125115153,200,434,97,0,0,0,188,518,87,0,0,0
231125115204,200,434,97,0,0,0,188,518,87,0,0,0
231125115215,200,435,100,0,0,0,188,518,87,0,0,0
231125115226,200,435,100,0,0,0,188,518,87,0,0,0
231125115238,200,435,100,0,0,0,188,518,87,0,0,0
231125115249,200,435,100,0,0,0,188,518,87,0,0,0
231125115300,201,433,98,0,0,0,188,518,87,0,0,0
231125115311,201,433,98,0,0,0,188,518,87,0,0,0
231125115322,201,434,98,0,0,0,189,517,88,0,0,0
231125115441,201,433,98,0,0,0,190,513,86,0,0,0
231125115452,201,432,98,0,0,0,190,512,86,0,0,0
231125115503,201,431,98,0,0,0,191,512,87,0,0,0
231125115514,201,432,98,0,0,0,191,512,87,0,0,0
231125115526,201,439,101,0,0,0,191,511,87,0,0,0
231125115537,201,431,98,0,0,0,191,509,87,0,0,0
231125115548,201,429,98,0,0,0,191,508,87,0,0,0
231125115559,201,429,98,0,0,0,191,508,87,0,0,0
231125115611,201,430,98,0,0,0,191,507,87,0,0,0
231125115622,201,432,98,0,0,0,192,507,88,0,0,0
231125115633,201,434,98,0,0,0,192,507,88,0,0,0
231125115644,201,434,98,0,0,0,192,504,85,0,0,0
231125115655,201,433,98,0,0,0,192,504,85,0,0,0
231125115707,201,432,98,0,0,0,192,503,85,0,0,0
231125115718,201,431,98,0,0,0,192,503,85,0,0,0
231125115729,201,430,98,0,0,0,192,501,85,0,0,0
231125115740,201,431,98,0,0,0,192,500,85,0,0,0
231125115751,201,430,98,0,0,0,192,500,85,0,0,0
231125115803,201,431,98,0,0,0,193,498,86,0,0,0
231125115814,201,431,98,0,0,0,193,498,86,0,0,0
231125115943,201,429,98,0,0,0,194,492,84,0,0,0
231125115955,201,430,98,0,0,0,194,492,84,0,0,0
231125120006,201,428,98,0,0,0,194,491,84,0,0,0
231125120017,201,430,98,0,0,0,194,491,84,0,0,0
231125120028,201,442,101,0,0,0,194,490,84,0,0,0
231125120039,201,440,101,0,0,0,194,488,84,0,0,0
231125120051,201,438,101,0,0,0,194,488,84,0,0,0
231125120102,201,436,101,0,0,0,194,488,84,0,0,0
231125120113,201,436,101,0,0,0,194,487,84,0,0,0
231125120124,201,446,104,0,0,0,194,487,84,0,0,0
231125120135,201,438,101,0,0,0,194,486,84,0,0,0
231125120147,201,434,98,0,0,0,194,486,84,0,0,0
231125120158,201,433,98,0,0,0,194,486,84,0,0,0
231125120209,201,434,98,0,0,0,194,486,84,0,0,0
231125120220,201,438,101,0,0,0,194,486,84,0,0,0
231125120232,201,434,98,0,0,0,194,485,84,0,0,0
231125120243,201,433,98,0,0,0,194,485,84,0,0,0
231125120254,201,433,98,0,0,0,194,485,84,0,0,0
231125120305,201,428,98,0,0,0,194,485,84,0,0,0
231125120316,201,427,98,0,0,0,194,485,84,0,0,0
231125120446,201,423,94,0,0,0,193,486,83,0,0,0
231125120457,201,421,94,0,0,0,193,486,83,0,0,0
231125120508,201,424,94,0,0,0,193,488,83,0,0,0
231125120520,201,426,98,0,0,0,193,488,83,0,0,0
231125120531,201,426,98,0,0,0,192,488,82,0,0,0
231125120542,201,425,98,0,0,0,192,488,82,0,0,0
231125120553,201,423,94,0,0,0,192,489,82,0,0,0
231125120604,201,430,98,0,0,0,192,489,82,0,0,0
231125120616,201,427,98,0,0,0,192,488,82,0,0,0
231125120627,201,424,94,0,0,0,191,488,81,0,0,0
231125120638,201,425,98,0,0,0,191,489,81,0,0,0
231125120649,201,428,98,0,0,0,191,489,81,0,0,0
231125120700,201,426,98,0,0,0,190,489,80,0,0,0
231125120712,201,424,94,0,0,0,190,490,80,0,0,0
231125120723,201,424,94,0,0,0,190,490,80,0,0,0
231125120734,201,424,94,0,0,0,190,490,80,0,0,0
231125120745,201,422,94,0,0,0,190,490,80,0,0,0
231125120757,201,422,94,0,0,0,190,492,80,0,0,0
231125120808,201,422,94,0,0,0,189,493,79,0,0,0
231125120819,201,422,94,0,0,0,189,493,79,0,0,0
231125120949,201,423,94,0,0,0,188,494,78,0,0,0
231125121000,201,422,94,0,0,0,188,495,81,0,0,0
231125121011,201,421,94,0,0,0,188,495,81,0,0,0
231125121022,201,421,94,0,0,0,188,496,81,0,0,0
231125121033,201,421,94,0,0,0,188,496,81,0,0,0
231125121045,201,418,94,0,0,0,188,496,81,0,0,0
231125121056,201,418,94,0,0,0,188,496,81,0,0,0
231125121107,201,421,94,0,0,0,188,497,81,0,0,0
231125121118,201,421,94,0,0,0,187,498,80,0,0,0
231125121129,201,423,94,0,0,0,187,498,80,0,0,0
231125121141,201,427,98,0,0,0,187,499,80,0,0,0
231125121152,201,431,98,0,0,0,187,500,80,0,0,0
231125121203,201,424,94,0,0,0,187,501,80,0,0,0
231125121214,201,421,94,0,0,0,187,501,80,0,0,0
231125121225,201,421,94,0,0,0,187,502,80,0,0,0
231125121237,201,421,94,0,0,0,187,502,80,0,0,0
231125121248,201,421,94,0,0,0,187,503,80,0,0,0
231125121259,201,420,94,0,0,0,187,504,80,0,0,0
231125121310,201,420,94,0,0,0,187,504,80,0,0,0
231125121321,201,420,94,0,0,0,187,504,80,0,0,0
231125121451,201,421,94,0,0,0,187,501,80,0,0,0
