Data,TempAlimAG (C/10),TempRetAG (C/10),VzAlimAG (l/min/10),PresAlimAG (bar/10),PresRetAG (bar/10),VzGradCoil (l/min/10),VzGradPwr (l/min/10),VzComp (l/min/10)
231023112352,61,75,1171,26,32767,32767,32767,32767
231023112404,61,75,1165,26,32767,32767,32767,32767
231023112415,61,75,1172,26,32767,32767,32767,32767
231023112426,61,75,1170,26,32767,32767,32767,32767
231023112437,61,75,1185,26,32767,32767,32767,32767
231023112448,61,75,1163,26,32767,32767,32767,32767
231023112500,61,75,1174,26,32767,32767,32767,32767
231023112511,62,75,1183,26,32767,32767,32767,32767
231023112522,64,75,1174,26,32767,32767,32767,32767
231023112533,66,77,1184,26,32767,32767,32767,32767
231023112544,68,79,1188,26,32767,32767,32767,32767
231023112556,70,81,1175,26,32767,32767,32767,32767
231023112607,72,84,1184,26,32767,32767,32767,32767
231023112736,83,96,1180,26,32767,32767,32767,32767
231023112748,83,97,1193,26,32767,32767,32767,32767
231023112759,83,97,1209,26,32767,32767,32767,32767
231023112810,83,97,1206,26,32767,32767,32767,32767
231023112821,83,97,1199,26,32767,32767,32767,32767
231023112832,83,97,1182,26,32767,32767,32767,32767
231023112844,83,97,1195,26,32767,32767,32767,32767
231023112855,83,97,1194,26,32767,32767,32767,32767
231023112906,82,97,1198,26,32767,32767,32767,32767
231023112917,80,96,1199,26,32767,32767,32767,32767
231023112929,78,94,1207,26,32767,32767,32767,32767
231023112940,76,93,1194,26,32767,32767,32767,32767
231023112951,74,91,1197,26,32767,32767,32767,32767
231023113002,72,89,1211,26,32767,32767,32767,32767
231023113013,70,86,1192,26,32767,32767,32767,32767
231023113025,68,84,1204,26,32767,32767,32767,32767
231023113036,66,82,1175,26,32767,32767,32767,32767
231023113047,65,81,1198,26,32767,32767,32767,32767
231023113058,63,79,1197,26,32767,32767,32767,32767
231023113109,62,78,1202,26,32767,32767,32767,32767
231023113239,61,75,1204,26,32767,32767,32767,32767
231023113250,61,75,1189,26,32767,32767,32767,32767
231023113301,61,75,1199,26,32767,32767,32767,32767
231023113313,61,74,1197,26,32767,32767,32767,32767
231023113324,61,74,1216,26,32767,32767,32767,32767
231023113335,61,74,1192,26,32767,32767,32767,32767
231023113346,63,75,1205,26,32767,32767,32767,32767
231023113357,66,77,1208,26,32767,32767,32767,32767
231023113409,68,79,1214,26,32767,32767,32767,32767
231023113420,70,81,1199,26,32767,32767,32767,32767
231023113431,72,83,1224,26,32767,32767,32767,32767
231023113442,74,85,1215,26,32767,32767,32767,32767
231023113454,76,87,1192,26,32767,32767,32767,32767
231023113505,78,89,1210,26,32767,32767,32767,32767
231023113516,80,92,1216,26,32767,32767,32767,32767
231023113527,80,94,1215,26,32767,32767,32767,32767
231023113538,81,94,1200,26,32767,32767,32767,32767
231023113550,81,95,1206,26,32767,32767,32767,32767
231023113601,82,95,1206,26,32767,32767,32767,32767
231023113612,82,95,1210,26,32767,32767,32767,32767
231023113730,80,95,1201,26,32767,32767,32767,32767
231023113742,78,94,1195,26,32767,32767,32767,32767
231023113753,76,92,1210,26,32767,32767,32767,32767
231023113804,74,91,1191,26,32767,32767,32767,32767
231023113815,72,88,1199,26,32767,32767,32767,32767
231023113826,70,86,1207,26,32767,32767,32767,32767
231023113838,68,84,1187,26,32767,32767,32767,32767
231023113849,66,82,1196,26,32767,32767,32767,32767
231023113900,65,80,1194,26,32767,32767,32767,32767
231023113911,63,79,1195,26,32767,32767,32767,32767
231023113923,62,78,1188,26,32767,32767,32767,32767
231023113934,61,76,1209,26,32767,32767,32767,32767
231023113945,61,75,1190,26,32767,32767,32767,32767
231023113956,61,75,1199,26,32767,32767,32767,32767
231023114007,61,75,1199,26,32767,32767,32767,32767
231023114019,61,75,1204,26,32767,32767,32767,32767
231023114030,60,74,1191,26,32767,32767,32767,32767
231023114041,60,74,1201,26,32767,32767,32767,32767
231023114052,60,74,1201,26,32767,32767,32767,32767
231023114103,60,74,1193,26,32767,32767,32767,32767
231023114233,69,80,1208,26,32767,32767,32767,32767
231023114244,71,82,1204,26,32767,32767,32767,32767
231023114255,73,84,1202,26,32767,32767,32767,32767
231023114307,75,86,1204,26,32767,32767,32767,32767
231023114318,77,88,1200,26,32767,32767,32767,32767
231023114329,80,90,1225,26,32767,32767,32767,32767
231023114340,80,92,1210,26,32767,32767,32767,32767
231023114352,81,94,1199,26,32767,32767,32767,32767
231023114403,81,94,1219,26,32767,32767,32767,32767
231023114414,81,95,1199,26,32767,32767,32767,32767
231023114425,81,95,1202,26,32767,32767,32767,32767
231023114436,81,95,1207,26,32767,32767,32767,32767
231023114447,81,96,1213,26,32767,32767,32767,32767
231023114459,81,96,1213,26,32767,32767,32767,32767
231023114510,81,96,1215,26,32767,32767,32767,32767
231023114521,81,96,1208,26,32767,32767,32767,32767
231023114532,81,96,1201,26,32767,32767,32767,32767
231023114543,81,96,1213,26,32767,32767,32767,32767
231023114555,79,95,1191,26,32767,32767,32767,32767
231023114606,77,93,1194,26,32767,32767,32767,32767
231023114736,63,78,1204,26,32767,32767,32767,32767
231023114747,62,77,1193,26,32767,32767,32767,32767
231023114758,61,76,1196,26,32767,32767,32767,32767
231023114809,61,76,1191,26,32767,32767,32767,32767
231023114821,61,75,1204,26,32767,32767,32767,32767
231023114832,61,75,1198,26,32767,32767,32767,32767
231023114843,61,75,1195,26,32767,32767,32767,32767
231023114854,61,75,1193,26,32767,32767,32767,32767
231023114905,61,75,1208,26,32767,32767,32767,32767
231023114917,61,75,1190,26,32767,32767,32767,32767
231023114928,61,74,1205,26,32767,32767,32767,32767
231023114939,61,74,1193,26,32767,32767,32767,32767
231023114950,61,74,1202,26,32767,32767,32767,32767
231023115002,61,74,1196,26,32767,32767,32767,32767
231023115013,62,74,1208,26,32767,32767,32767,32767
231023115024,65,76,1197,26,32767,32767,32767,32767
231023115035,67,78,1217,26,32767,32767,32767,32767
231023115046,69,80,1202,26,32767,32767,32767,32767
231023115058,71,83,1215,26,32767,32767,32767,32767
231023115109,74,85,1194,26,32767,32767,32767,32767
231023115238,82,96,1203,26,32767,32767,32767,32767
231023115250,83,96,1181,26,32767,32767,32767,32767
231023115301,83,97,1186,26,32767,32767,32767,32767
231023115312,83,97,1191,26,32767,32767,32767,32767
231023115323,83,97,1191,26,32767,32767,32767,32767
231023115334,83,97,1192,26,32767,32767,32767,32767
231023115346,83,97,1175,26,32767,32767,32767,32767
231023115357,82,97,1178,26,32767,32767,32767,32767
231023115408,80,96,1183,26,32767,32767,32767,32767
231023115419,78,95,1164,26,32767,32767,32767,32767
231023115430,77,93,1163,26,32767,32767,32767,32767
231023115442,75,91,1158,26,32767,32767,32767,32767
231023115453,73,89,1173,26,32767,32767,32767,32767
231023115504,71,87,1155,26,32767,32767,32767,32767
231023115515,69,85,1156,26,32767,32767,32767,32767
231023115527,67,83,1148,26,32767,32767,32767,32767
231023115538,65,82,1154,26,32767,32767,32767,32767
231023115549,64,80,1154,26,32767,32767,32767,32767
231023115600,63,78,1165,26,32767,32767,32767,32767
231023115611,62,78,1149,26,32767,32767,32767,32767
231023115741,61,75,1155,26,32767,32767,32767,32767
231023115752,61,75,1159,26,32767,32767,32767,32767
231023115803,61,75,1154,26,32767,32767,32767,32767
231023115814,61,75,1155,26,32767,32767,32767,32767
231023115826,61,75,1161,26,32767,32767,32767,32767
231023115837,61,75,1160,26,32767,32767,32767,32767
231023115848,62,75,1161,26,32767,32767,32767,32767
231023115859,64,76,1171,26,32767,32767,32767,32767
231023115910,67,78,1154,26,32767,32767,32767,32767
231023115922,69,80,1158,26,32767,32767,32767,32767
231023115933,71,82,1162,26,32767,32767,32767,32767
231023115944,73,84,1167,26,32767,32767,32767,32767
231023115955,75,86,1163,26,32767,32767,32767,32767
231023120006,77,88,1168,26,32767,32767,32767,32767
231023120018,79,90,1166,26,32767,32767,32767,32767
231023120029,80,93,1172,26,32767,32767,32767,32767
231023120040,81,94,1168,26,32767,32767,32767,32767
231023120051,81,95,1167,26,32767,32767,32767,32767
231023120102,82,95,1167,26,32767,32767,32767,32767
231023120114,82,96,1169,26,32767,32767,32767,32767
231023120243,80,96,1163,26,32767,32767,32767,32767
231023120254,79,95,1177,26,32767,32767,32767,32767
231023120306,77,93,1170,26,32767,32767,32767,32767
231023120317,75,91,1158,26,32767,32767,32767,32767
231023120328,73,90,1155,26,32767,32767,32767,32767
231023120339,71,88,1161,26,32767,32767,32767,32767
231023120351,69,86,1159,26,32767,32767,32767,32767
231023120402,67,84,1158,26,32767,32767,32767,32767
231023120413,66,82,1159,26,32767,32767,32767,32767
231023120424,64,80,1158,26,32767,32767,32767,32767
231023120435,63,79,1157,26,32767,32767,32767,32767
231023120447,62,78,1156,26,32767,32767,32767,32767
231023120458,62,77,1160,26,32767,32767,32767,32767
231023120509,61,76,1172,26,32767,32767,32767,32767
231023120520,61,76,1149,26,32767,32767,32767,32767
231023120531,61,75,1157,26,32767,32767,32767,32767
231023120543,61,75,1156,26,32767,32767,32767,32767
231023120554,61,75,1153,26,32767,32767,32767,32767
231023120605,61,75,1148,26,32767,32767,32767,32767
231023120616,61,75,1166,26,32767,32767,32767,32767
231023120746,67,79,1170,26,32767,32767,32767,32767
231023120757,69,81,1164,26,32767,32767,32767,32767
231023120808,71,83,1177,26,32767,32767,32767,32767
231023120819,74,85,1171,26,32767,32767,32767,32767
231023120831,75,87,1163,26,32767,32767,32767,32767
231023120842,78,89,1167,26,32767,32767,32767,32767
231023120853,80,91,1155,26,32767,32767,32767,32767
231023120904,81,93,1163,26,32767,32767,32767,32767
231023120916,81,94,1171,26,32767,32767,32767,32767
231023120927,81,95,1164,26,32767,32767,32767,32767
231023120938,82,96,1175,26,32767,32767,32767,32767
231023120949,82,96,1154,26,32767,32767,32767,32767
231023121000,82,96,1154,26,32767,32767,32767,32767
231023121012,82,96,1161,26,32767,32767,32767,32767
231023121023,82,96,1177,26,32767,32767,32767,32767
231023121034,82,96,1169,26,32767,32767,32767,32767
231023121045,82,96,1156,26,32767,32767,32767,32767
231023121056,82,96,1176,26,32767,32767,32767,32767
231023121108,81,96,1151,26,32767,32767,32767,32767
231023121119,80,96,1176,26,32767,32767,32767,32767
231023121237,67,83,1149,26,32767,32767,32767,32767
231023121248,65,81,1156,26,32767,32767,32767,32767
231023121259,64,80,1163,26,32767,32767,32767,32767
231023121311,63,78,1151,26,32767,32767,32767,32767
231023121322,62,77,1169,26,32767,32767,32767,32767
231023121333,61,76,1159,26,32767,32767,32767,32767
231023121344,61,76,1160,26,32767,32767,32767,32767
231023121356,61,76,1142,26,32767,32767,32767,32767
231023121407,61,75,1157,26,32767,32767,32767,32767
231023121418,61,75,1159,26,32767,32767,32767,32767
231023121429,61,75,1158,26,32767,32767,32767,32767
231023121440,61,75,1161,26,32767,32767,32767,32767
231023121451,61,75,1153,26,32767,32767,32767,32767
231023121503,61,75,1164,26,32767,32767,32767,32767
231023121514,61,75,1158,26,32767,32767,32767,32767
231023121525,61,75,1155,26,32767,32767,32767,32767
231023121536,61,75,1159,26,32767,32767,32767,32767
231023121547,61,75,1172,26,32767,32767,32767,32767
231023121559,64,75,1160,26,32767,32767,32767,32767
231023121610,65,77,1164,26,32767,32767,32767,32767
231023121739,80,93,1172,26,32767,32767,32767,32767
231023121751,81,94,1158,26,32767,32767,32767,32767
231023121802,81,95,1171,26,32767,32767,32767,32767
231023121813,81,96,1171,26,32767,32767,32767,32767
231023121824,81,96,1155,26,32767,32767,32767,32767
231023121836,82,96,1174,26,32767,32767,32767,32767
231023121847,82,96,1163,26,32767,32767,32767,32767
231023121858,82,96,1160,26,32767,32767,32767,32767
231023121909,82,96,1167,26,32767,32767,32767,32767
231023121920,82,96,1171,26,32767,32767,32767,32767
231023121932,82,96,1174,26,32767,32767,32767,32767
231023121943,81,96,1158,26,32767,32767,32767,32767
231023121954,79,95,1165,26,32767,32767,32767,32767
231023122005,78,94,1163,26,32767,32767,32767,32767
231023122016,76,92,1162,26,32767,32767,32767,32767
231023122028,74,90,1164,26,32767,32767,32767,32767
231023122039,72,88,1157,26,32767,32767,32767,32767
231023122050,70,86,1161,26,32767,32767,32767,32767
231023122101,68,85,1156,26,32767,32767,32767,32767
231023122112,66,83,1171,26,32767,32767,32767,32767
231023122242,61,76,1168,26,32767,32767,32767,32767
231023122253,61,76,1157,26,32767,32767,32767,32767
231023122305,61,76,1145,26,32767,32767,32767,32767
231023122316,61,75,1165,26,32767,32767,32767,32767
231023122327,61,75,1156,26,32767,32767,32767,32767
231023122338,61,75,1147,26,32767,32767,32767,32767
231023122349,61,75,1162,26,32767,32767,32767,32767
231023122401,61,75,1160,26,32767,32767,32767,32767
231023122412,61,75,1171,26,32767,32767,32767,32767
231023122423,61,75,1163,26,32767,32767,32767,32767
231023122434,62,75,1167,26,32767,32767,32767,32767
231023122445,64,76,1157,26,32767,32767,32767,32767
231023122457,67,78,1171,26,32767,32767,32767,32767
231023122508,68,80,1173,26,32767,32767,32767,32767
231023122519,70,82,1152,26,32767,32767,32767,32767
231023122530,73,84,1169,26,32767,32767,32767,32767
231023122541,74,86,1160,26,32767,32767,32767,32767
231023122553,77,88,1169,26,32767,32767,32767,32767
231023122604,79,90,1156,26,32767,32767,32767,32767
231023122615,81,92,1163,26,32767,32767,32767,32767
231023122745,83,97,1156,26,32767,32767,32767,32767
231023122756,83,97,1166,26,32767,32767,32767,32767
231023122807,83,97,1166,26,32767,32767,32767,32767
231023122818,83,97,1170,26,32767,32767,32767,32767
231023122830,81,97,1163,26,32767,32767,32767,32767
231023122841,79,96,1178,26,32767,32767,32767,32767
231023122852,78,94,1175,26,32767,32767,32767,32767
231023122903,76,92,1158,26,32767,32767,32767,32767
231023122914,74,91,1164,26,32767,32767,32767,32767
231023122926,72,89,1155,26,32767,32767,32767,32767
231023122937,70,87,1150,26,32767,32767,32767,32767
231023122948,68,85,1156,26,32767,32767,32767,32767
231023122959,66,83,1160,26,32767,32767,32767,32767
231023123010,65,81,1154,26,32767,32767,32767,32767
231023123022,64,79,1166,26,32767,32767,32767,32767
231023123033,63,78,1168,26,32767,32767,32767,32767
231023123044,62,77,1159,26,32767,32767,32767,32767
231023123055,62,77,1153,26,32767,32767,32767,32767
231023123106,62,76,1148,26,32767,32767,32767,32767
231023123118,61,76,1160,26,32767,32767,32767,32767
231023123247,61,75,1158,26,32767,32767,32767,32767
231023123259,61,75,1153,26,32767,32767,32767,32767
231023123310,63,75,1169,26,32767,32767,32767,32767
231023123321,65,77,1150,26,32767,32767,32767,32767
231023123332,67,79,1175,26,32767,32767,32767,32767
231023123343,69,81,1162,26,32767,32767,32767,32767
231023123355,71,83,1159,26,32767,32767,32767,32767
231023123406,74,85,1172,26,32767,32767,32767,32767
231023123417,75,87,1156,26,32767,32767,32767,32767
231023123428,78,89,1173,26,32767,32767,32767,32767
231023123439,80,91,1175,26,32767,32767,32767,32767
231023123451,80,93,1162,26,32767,32767,32767,32767
231023123502,81,94,1170,26,32767,32767,32767,32767
231023123513,81,95,1176,26,32767,32767,32767,32767
231023123524,81,95,1164,26,32767,32767,32767,32767
231023123535,81,96,1182,26,32767,32767,32767,32767
231023123547,82,96,1159,26,32767,32767,32767,32767
231023123558,82,97,1162,26,32767,32767,32767,32767
231023123609,82,97,1160,26,32767,32767,32767,32767
231023123620,82,97,1171,26,32767,32767,32767,32767
231023123750,72,89,1164,26,32767,32767,32767,32767
231023123801,70,87,1155,26,32767,32767,32767,32767
231023123812,68,85,1158,26,32767,32767,32767,32767
231023123823,67,83,1160,26,32767,32767,32767,32767
231023123834,65,81,1151,26,32767,32767,32767,32767
231023123846,64,80,1161,26,32767,32767,32767,32767
231023123857,63,78,1165,26,32767,32767,32767,32767
231023123908,62,78,1162,26,32767,32767,32767,32767
231023123919,62,77,1151,26,32767,32767,32767,32767
231023123931,62,77,1153,26,32767,32767,32767,32767
231023123942,62,76,1160,26,32767,32767,32767,32767
231023123953,62,76,1164,26,32767,32767,32767,32767
231023124004,61,76,1162,26,32767,32767,32767,32767
231023124015,61,76,1154,26,32767,32767,32767,32767
231023124026,61,76,1161,26,32767,32767,32767,32767
231023124038,61,76,1157,26,32767,32767,32767,32767
231023124049,61,76,1152,26,32767,32767,32767,32767
231023124100,61,75,1157,26,32767,32767,32767,32767
231023124111,61,75,1159,26,32767,32767,32767,32767
231023124123,61,75,1156,26,32767,32767,32767,32767
231023124252,75,86,1160,26,32767,32767,32767,32767
231023124303,77,88,1163,26,32767,32767,32767,32767
231023124315,79,90,1165,26,32767,32767,32767,32767
231023124326,81,92,1176,26,32767,32767,32767,32767
231023124337,81,94,1158,26,32767,32767,32767,32767
231023124348,81,95,1163,26,32767,32767,32767,32767
231023124359,82,96,1172,26,32767,32767,32767,32767
231023124411,82,96,1166,26,32767,32767,32767,32767
231023124422,82,96,1167,26,32767,32767,32767,32767
231023124433,82,96,1165,26,32767,32767,32767,32767
231023124444,82,97,1167,26,32767,32767,32767,32767
231023124455,82,97,1165,26,32767,32767,32767,32767
231023124507,82,97,1168,26,32767,32767,32767,32767
231023124518,82,97,1169,26,32767,32767,32767,32767
231023124529,82,97,1172,26,32767,32767,32767,32767
231023124540,81,97,1163,26,32767,32767,32767,32767
231023124551,79,95,1163,26,32767,32767,32767,32767
231023124603,78,94,1165,26,32767,32767,32767,32767
231023124614,75,92,1164,26,32767,32767,32767,32767
231023124625,74,90,1167,26,32767,32767,32767,32767
231023124744,62,78,1160,26,32767,32767,32767,32767
231023124755,62,77,1161,26,32767,32767,32767,32767
231023124806,62,77,1165,26,32767,32767,32767,32767
231023124817,61,76,1163,26,32767,32767,32767,32767
231023124828,61,76,1154,26,32767,32767,32767,32767
231023124840,61,75,1148,26,32767,32767,32767,32767
231023124851,61,75,1159,26,32767,32767,32767,32767
231023124902,61,75,1162,26,32767,32767,32767,32767
231023124913,61,75,1154,26,32767,32767,32767,32767
231023124924,61,75,1160,26,32767,32767,32767,32767
231023124936,61,75,1162,26,32767,32767,32767,32767
231023124947,61,75,1163,26,32767,32767,32767,32767
231023124958,61,75,1160,26,32767,32767,32767,32767
231023125009,61,75,1167,26,32767,32767,32767,32767
231023125020,62,75,1162,26,32767,32767,32767,32767
231023125032,64,76,1165,26,32767,32767,32767,32767
231023125043,66,78,1154,26,32767,32767,32767,32767
231023125054,68,80,1169,26,32767,32767,32767,32767
231023125105,70,82,1160,26,32767,32767,32767,32767
231023125117,73,84,1174,26,32767,32767,32767,32767
231023125246,82,96,1174,26,32767,32767,32767,32767
231023125257,82,96,1175,26,32767,32767,32767,32767
231023125309,82,96,1167,26,32767,32767,32767,32767
231023125320,82,96,1171,26,32767,32767,32767,32767
231023125331,82,96,1160,26,32767,32767,32767,32767
231023125342,82,96,1166,26,32767,32767,32767,32767
231023125353,82,96,1159,26,32767,32767,32767,32767
231023125405,82,96,1160,26,32767,32767,32767,32767
231023125416,81,96,1164,26,32767,32767,32767,32767
231023125427,79,95,1159,26,32767,32767,32767,32767
231023125438,77,94,1160,26,32767,32767,32767,32767
231023125449,75,92,1152,26,32767,32767,32767,32767
231023125501,73,90,1167,26,32767,32767,32767,32767
231023125512,71,88,1159,26,32767,32767,32767,32767
231023125523,69,86,1169,26,32767,32767,32767,32767
231023125534,68,84,1165,26,32767,32767,32767,32767
231023125546,66,82,1154,26,32767,32767,32767,32767
231023125557,64,80,1154,26,32767,32767,32767,32767
231023125608,63,79,1159,26,32767,32767,32767,32767
231023125619,62,78,1161,26,32767,32767,32767,32767
231023125749,61,75,1168,26,32767,32767,32767,32767
231023125800,61,75,1159,26,32767,32767,32767,32767
231023125811,61,75,1168,26,32767,32767,32767,32767
231023125822,61,75,1162,26,32767,32767,32767,32767
231023125834,61,75,1165,26,32767,32767,32767,32767
231023125845,61,75,1168,26,32767,32767,32767,32767
231023125856,63,75,1171,26,32767,32767,32767,32767
231023125907,65,76,1159,26,32767,32767,32767,32767
231023125918,68,79,1161,26,32767,32767,32767,32767
231023125930,70,81,1164,26,32767,32767,32767,32767
231023125941,71,83,1166,26,32767,32767,32767,32767
231023125952,74,85,1162,26,32767,32767,32767,32767
231023130003,76,87,1181,26,32767,32767,32767,32767
231023130015,78,89,1163,26,32767,32767,32767,32767
231023130026,80,91,1172,26,32767,32767,32767,32767
231023130037,81,94,1170,26,32767,32767,32767,32767
231023130048,81,95,1171,26,32767,32767,32767,32767
231023130059,82,95,1167,26,32767,32767,32767,32767
231023130110,82,96,1163,26,32767,32767,32767,32767
231023130122,82,96,1161,26,32767,32767,32767,32767
231023130251,80,96,1170,26,32767,32767,32767,32767
231023130303,79,95,1168,26,32767,32767,32767,32767
231023130314,77,93,1163,26,32767,32767,32767,32767
231023130325,75,92,1159,26,32767,32767,32767,32767
231023130336,73,90,1158,26,32767,32767,32767,32767
231023130347,71,87,1165,26,32767,32767,32767,32767
231023130359,69,85,1164,26,32767,32767,32767,32767
231023130410,67,83,1155,26,32767,32767,32767,32767
231023130421,65,82,1159,26,32767,32767,32767,32767
231023130432,64,80,1157,26,32767,32767,32767,32767
231023130443,63,79,1162,26,32767,32767,32767,32767
231023130455,62,78,1162,26,32767,32767,32767,32767
231023130506,62,77,1162,26,32767,32767,32767,32767
231023130517,62,76,1145,26,32767,32767,32767,32767
231023130528,62,76,1157,26,32767,32767,32767,32767
231023130539,61,76,1162,26,32767,32767,32767,32767
231023130551,61,76,1156,26,32767,32767,32767,32767
231023130602,61,76,1154,26,32767,32767,32767,32767
231023130613,61,75,1167,26,32767,32767,32767,32767
231023130624,61,75,1158,26,32767,32767,32767,32767
231023130754,63,75,1166,26,32767,32767,32767,32767
231023130805,65,77,1169,26,32767,32767,32767,32767
231023130816,68,79,1163,26,32767,32767,32767,32767
231023130827,70,81,1167,26,32767,32767,32767,32767
231023130839,72,83,1180,26,32767,32767,32767,32767
231023130850,74,86,1159,26,32767,32767,32767,32767
231023130901,76,88,1170,26,32767,32767,32767,32767
231023130912,78,90,1175,26,32767,32767,32767,32767
231023130924,80,92,1179,26,32767,32767,32767,32767
231023130935,81,94,1159,26,32767,32767,32767,32767
231023130946,81,95,1179,26,32767,32767,32767,32767
231023130957,82,96,1167,26,32767,32767,32767,32767
231023131008,82,97,1176,26,32767,32767,32767,32767
231023131020,83,97,1167,26,32767,32767,32767,32767
231023131031,83,97,1171,26,32767,32767,32767,32767
231023131042,83,97,1162,26,32767,32767,32767,32767
231023131053,83,97,1181,26,32767,32767,32767,32767
231023131104,83,97,1163,26,32767,32767,32767,32767
231023131116,83,97,1165,26,32767,32767,32767,32767
231023131127,83,97,1164,26,32767,32767,32767,32767
231023131256,69,86,1151,26,32767,32767,32767,32767
231023131308,68,84,1147,26,32767,32767,32767,32767
231023131319,66,82,1155,26,32767,32767,32767,32767
231023131330,64,80,1157,26,32767,32767,32767,32767
231023131341,63,79,1158,26,32767,32767,32767,32767
231023131352,62,77,1154,26,32767,32767,32767,32767
231023131404,61,76,1151,26,32767,32767,32767,32767
231023131415,61,76,1156,26,32767,32767,32767,32767
231023131426,61,76,1169,26,32767,32767,32767,32767
231023131437,61,75,1149,26,32767,32767,32767,32767
231023131448,61,75,1164,26,32767,32767,32767,32767
231023131500,61,75,1171,26,32767,32767,32767,32767
231023131511,61,75,1167,26,32767,32767,32767,32767
231023131522,61,75,1172,26,32767,32767,32767,32767
231023131533,61,75,1152,26,32767,32767,32767,32767
231023131544,61,75,1161,26,32767,32767,32767,32767
231023131556,61,75,1161,26,32767,32767,32767,32767
231023131607,61,75,1176,26,32767,32767,32767,32767
231023131618,61,75,1154,26,32767,32767,32767,32767
231023131629,62,75,1165,26,32767,32767,32767,32767
231023131759,78,90,1164,26,32767,32767,32767,32767
231023131810,80,92,1175,26,32767,32767,32767,32767
231023131821,80,93,1165,26,32767,32767,32767,32767
231023131833,81,94,1165,26,32767,32767,32767,32767
231023131844,82,95,1168,26,32767,32767,32767,32767
231023131855,82,96,1168,26,32767,32767,32767,32767
231023131906,82,96,1169,26,32767,32767,32767,32767
231023131917,82,96,1169,26,32767,32767,32767,32767
231023131929,82,97,1165,26,32767,32767,32767,32767
231023131940,82,97,1147,26,32767,32767,32767,32767
231023131951,82,97,1160,26,32767,32767,32767,32767
231023132002,82,97,1170,26,32767,32767,32767,32767
231023132013,82,97,1179,26,32767,32767,32767,32767
231023132025,81,97,1165,26,32767,32767,32767,32767
231023132036,80,96,1161,26,32767,32767,32767,32767
231023132047,78,95,1175,26,32767,32767,32767,32767
231023132058,77,93,1152,26,32767,32767,32767,32767
231023132109,75,91,1174,26,32767,32767,32767,32767
231023132121,73,90,1156,26,32767,32767,32767,32767
231023132132,71,87,1156,26,32767,32767,32767,32767
231023132302,62,77,1146,26,32767,32767,32767,32767
231023132313,62,76,1164,26,32767,32767,32767,32767
231023132324,62,76,1154,26,32767,32767,32767,32767
231023132335,62,76,1148,26,32767,32767,32767,32767
231023132346,62,76,1138,26,32767,32767,32767,32767
231023132358,62,76,1157,26,32767,32767,32767,32767
231023132409,62,76,1161,26,32767,32767,32767,32767
231023132420,62,76,1147,26,32767,32767,32767,32767
231023132431,62,76,1160,26,32767,32767,32767,32767
231023132442,62,76,1159,26,32767,32767,32767,32767
231023132454,62,76,1143,26,32767,32767,32767,32767
231023132505,62,76,1155,26,32767,32767,32767,32767
231023132516,62,76,1153,26,32767,32767,32767,32767
231023132527,62,76,1163,26,32767,32767,32767,32767
231023132538,62,76,1149,26,32767,32767,32767,32767
231023132550,62,76,1168,26,32767,32767,32767,32767
231023132601,64,76,1163,26,32767,32767,32767,32767
231023132612,66,78,1163,26,32767,32767,32767,32767
231023132623,69,80,1158,26,32767,32767,32767,32767
231023132634,71,82,1160,26,32767,32767,32767,32767
231023132753,83,96,1171,26,32767,32767,32767,32767
231023132804,83,96,1177,26,32767,32767,32767,32767
231023132815,83,97,1171,26,32767,32767,32767,32767
231023132826,84,98,1162,26,32767,32767,32767,32767
231023132838,84,98,1156,26,32767,32767,32767,32767
231023132849,84,98,1177,26,32767,32767,32767,32767
231023132900,84,98,1165,26,32767,32767,32767,32767
231023132911,84,98,1175,26,32767,32767,32767,32767
231023132922,84,98,1157,26,32767,32767,32767,32767
231023132934,84,98,1174,26,32767,32767,32767,32767
231023132945,83,98,1166,26,32767,32767,32767,32767
231023132956,81,97,1170,26,32767,32767,32767,32767
231023133007,79,96,1163,26,32767,32767,32767,32767
231023133019,78,94,1169,26,32767,32767,32767,32767
231023133030,75,92,1163,26,32767,32767,32767,32767
231023133041,74,90,1152,26,32767,32767,32767,32767
231023133052,71,88,1147,26,32767,32767,32767,32767
231023133103,69,86,1156,26,32767,32767,32767,32767
231023133115,68,84,1157,26,32767,32767,32767,32767
231023133126,66,82,1145,26,32767,32767,32767,32767
231023133255,61,76,1161,26,32767,32767,32767,32767
231023133307,61,76,1162,26,32767,32767,32767,32767
231023133318,61,76,1157,26,32767,32767,32767,32767
231023133329,61,76,1159,26,32767,32767,32767,32767
231023133340,61,76,1156,26,32767,32767,32767,32767
231023133351,61,76,1162,26,32767,32767,32767,32767
231023133403,61,76,1148,26,32767,32767,32767,32767
231023133414,61,76,1153,26,32767,32767,32767,32767
231023133425,61,76,1159,26,32767,32767,32767,32767
231023133436,61,76,1164,26,32767,32767,32767,32767
231023133448,61,76,1168,26,32767,32767,32767,32767
231023133459,63,76,1162,26,32767,32767,32767,32767
231023133510,65,77,1165,26,32767,32767,32767,32767
231023133521,67,79,1163,26,32767,32767,32767,32767
231023133532,70,81,1162,26,32767,32767,32767,32767
231023133544,72,83,1167,26,32767,32767,32767,32767
231023133555,74,85,1640,35,32767,32767,32767,32767
231023133606,84,88,1643,35,32767,32767,32767,32767
231023133617,90,98,1194,27,32767,32767,32767,32767
231023133628,91,102,1208,27,32767,32767,32767,32767
231023133758,112,123,1215,27,32767,32767,32767,32767
