Data,TempEquip1 (C/10),UmdEquip1 (UR/10),DewEquip1 (C/10),TempEquip2 (C/10),UmdEquip2 (UR/10),DewEquip2 (C/10),TempExame1 (C/10),UmdExame1 (UR/10),DewExame1 (C/10),TempExame2 (C/10),UmdExame2 (UR/10),
231022140532,205,515,102,0,0,0,192,529,93,0,0,0
231022140543,205,520,102,0,0,0,192,531,93,0,0,0
231022140555,205,522,102,0,0,0,192,532,93,0,0,0
231022140606,205,523,102,0,0,0,192,534,93,0,0,0
231022140617,205,526,105,0,0,0,192,537,96,0,0,0
231022140628,205,528,105,0,0,0,192,539,96,0,0,0
231022140639,205,530,105,0,0,0,192,540,96,0,0,0
231022140650,205,532,105,0,0,0,192,541,96,0,0,0
231022140820,206,550,112,0,0,0,192,556,101,0,0,0
231022140831,206,550,112,0,0,0,192,559,101,0,0,0
231022140843,207,548,0,0,0,0,192,567,104,0,0,0
231022140854,207,547,113,0,0,0,192,572,104,0,0,0
231022140905,207,544,110,0,0,0,192,572,104,0,0,0
231022140916,207,542,110,0,0,0,192,575,107,0,0,0
231022140927,207,540,110,0,0,0,192,577,107,0,0,0
231022140939,207,537,110,0,0,0,192,575,107,0,0,0
231022140950,207,536,110,0,0,0,192,574,104,0,0,0
231022141001,207,535,110,0,0,0,192,574,104,0,0,0
231022141012,207,535,110,0,0,0,192,574,104,0,0,0
231022141024,207,533,107,0,0,0,193,574,105,0,0,0
231022141035,207,533,107,0,0,0,193,572,105,0,0,0
231022141046,207,533,107,0,0,0,193,571,105,0,0,0
231022141057,207,533,107,0,0,0,193,571,105,0,0,0
231022141108,206,532,106,0,0,0,194,571,106,0,0,0
231022141120,205,532,105,0,0,0,194,571,106,0,0,0
231022141131,205,533,105,0,0,0,194,571,106,0,0,0
231022141142,204,534,104,0,0,0,194,570,106,0,0,0
231022141153,204,536,107,0,0,0,195,570,107,0,0,0
231022141312,201,547,107,0,0,0,197,569,109,0,0,0
231022141323,201,548,107,0,0,0,197,569,109,0,0,0
231022141334,200,549,106,0,0,0,197,569,109,0,0,0
231022141345,200,550,106,0,0,0,198,569,110,0,0,0
231022141356,200,550,106,0,0,0,198,569,110,0,0,0
231022141408,200,550,106,0,0,0,198,569,110,0,0,0
231022141419,199,550,105,0,0,0,198,569,110,0,0,0
